Date,Price
14/08/2024,523.8422624962476
15/08/2024,519.9897914144176
16/08/2024,519.7178383319489
17/08/2024,542.028372504351
18/08/2024,530.6035820721123
19/08/2024,561.3466933045529
20/08/2024,569.5129223388254
21/08/2024,569.5545076353214
22/08/2024,583.7567536762228
23/08/2024,590.4688964429359
24/08/2024,580.9115618477243
25/08/2024,573.1076363055
26/08/2024,548.8530122031234
27/08/2024,534.6723254250207
28/08/2024,536.5579977474256
29/08/2024,536.8036844570744
30/08/2024,535.4547657229192
31/08/2024,532.7142189592856
01/09/2024,512.8645441575117
02/09/2024,526.1346608462134
03/09/2024,518.9769919279926
04/09/2024,508.0001826075747
05/09/2024,502.3364802943831
06/09/2024,486.6113372278306
07/09/2024,493.1697725825615
08/09/2024,502.47327648981104
09/09/2024,519.0381441947187
10/09/2024,517.371526189411
11/09/2024,530.7261556082223
12/09/2024,543.9941131094093
13/09/2024,557.3001014335761
14/09/2024,553.4601547683208
15/09/2024,553.5317684437828
16/09/2024,534.0307828642058
17/09/2024,545.8591557817873
18/09/2024,559.2622033756663
19/09/2024,565.7226434773531
20/09/2024,568.1419699696063
21/09/2024,589.1278971088337
22/09/2024,588.0008491467103
23/09/2024,604.2907205092504
24/09/2024,606.3196193639224
25/09/2024,587.4528459687532
26/09/2024,596.6500568684918
27/09/2024,608.5326765533662
28/09/2024,601.8844621885047
29/09/2024,596.6124622623387
30/09/2024,566.6132996895035
01/10/2024,547.6662085850359
02/10/2024,542.1361610816159
03/10/2024,543.9268634322848
04/10/2024,555.7319512863536
05/10/2024,563.0576257615133
06/10/2024,570.3887106812168
07/10/2024,564.5530144089458
08/10/2024,580.5834563804233
09/10/2024,570.4233445375069
10/10/2024,562.2876092184791
11/10/2024,572.6973782181188
12/10/2024,576.4218063678553
13/10/2024,572.0464555145396
14/10/2024,588.7145782741194
15/10/2024,593.7859585166118
16/10/2024,600.7171299370192
17/10/2024,592.06562034803
18/10/2024,599.7937020052995
19/10/2024,598.0584515713127
20/10/2024,604.7364465668796
21/10/2024,598.8441916110455
22/10/2024,593.2537357882547
23/10/2024,584.5160075603742
24/10/2024,594.325893184941
25/10/2024,573.5027977179195
26/10/2024,582.7002844268627
27/10/2024,588.3466587883522
28/10/2024,600.2951565105121
29/10/2024,605.9923660648295
30/10/2024,595.7628311131087
31/10/2024,575.5827350716986
01/11/2024,572.9178309294414
02/11/2024,568.1788705867822
03/11/2024,557.9719388092819
04/11/2024,552.0002698236904
05/11/2024,563.1815855751432
06/11/2024,591.1691503275006
07/11/2024,598.6118114741502
08/11/2024,598.0540120171064
09/11/2024,623.0345147169824
10/11/2024,628.4982208915301
11/11/2024,655.001920202732
12/11/2024,629.1405449090754
13/11/2024,620.6711241408003
14/11/2024,620.7149581494238
15/11/2024,618.5720978479429
16/11/2024,622.5200094288792
17/11/2024,617.8473040647104
18/11/2024,619.6636009849202
19/11/2024,615.9180341474424
20/11/2024,607.2954246379498
21/11/2024,623.5047261063257
22/11/2024,633.0202588832259
23/11/2024,651.5324156029599
24/11/2024,661.6867306484445
25/11/2024,635.2624284539559
26/11/2024,613.7254260217858
27/11/2024,645.1514917318507
28/11/2024,654.5913158519834
29/11/2024,654.771684845135
30/11/2024,655.0341088639733
01/12/2024,655.7348886381908
02/12/2024,647.1199397363577
03/12/2024,740.0349367441655
04/12/2024,736.4426842404933
05/12/2024,719.7623500626481
06/12/2024,732.5424290130477
07/12/2024,750.2454938747231
08/12/2024,745.3758374040211
09/12/2024,688.0073673187646
10/12/2024,675.4213801221093
11/12/2024,710.6900184753106
12/12/2024,705.6789649754452
13/12/2024,726.77223065721
14/12/2024,715.4486038130365
15/12/2024,722.5581932063777
16/12/2024,720.6829341808788
17/12/2024,715.6520089733765
18/12/2024,687.6624331507581
19/12/2024,669.0228793928828
20/12/2024,677.8485768483023
21/12/2024,662.4248813776467
22/12/2024,648.5721398402843
23/12/2024,692.2861092311789
24/12/2024,697.9537563672064
25/12/2024,702.3466001659357
26/12/2024,687.5178696037362
27/12/2024,690.3639423450093
28/12/2024,720.5679127131004
29/12/2024,694.4826804506174
30/12/2024,703.1066174310417
31/12/2024,701.5723264012628
01/01/2025,705.8130365866023
02/01/2025,705.8312420795146
03/01/2025,713.0475655102006
04/01/2025,714.0857730267945
05/01/2025,709.3017578903202
06/01/2025,730.7109274996172
07/01/2025,696.8339974504797
08/01/2025,695.7266204397939
09/01/2025,686.294216607382
10/01/2025,693.7427801750233
11/01/2025,696.7344557337125
12/01/2025,691.1627060592136
13/01/2025,686.65
